Company,Handle,Twitter_Descr,verified
sun microsystems,OracleANZ,Welcome to the Oracle Australia and New Zealand Twitter feed.,True
sun microsystems,Oracle_CH,"Latest Information about #Oracle, https://t.co/KMjudwOmw5 and related news with a focus on Switzerland.",True
sun microsystems,larryellison,,True
price (t. rowe) group,TRowePrice,Investment insights to keep you informed and help your clients make better investment decisions. Intended for US audiences. Guidelines:https://t.co/sOgO5t64eM,True
microsoft,Microsoft,We’re on a mission to empower every person and every organization on the planet to achieve more. Support: @MicrosoftHelps,True
microsoft,Azure,"The official account for Microsoft Azure. Follow for news and updates from the #Azure team and community. For help, please contact @AzureSupport.",True
microsoft,MSFTResearch,"Founded in 1991, Microsoft Research is dedicated to conducting both basic and applied research in computer science and software engineering.",True
microsoft,Outlook,"News and tips from the Microsoft #Outlook team.
Support: https://t.co/VzB5m44Txz or @MicrosoftHelps 
Feedback: https://t.co/PxZVHivFg6",True
microsoft,MicrosoftHelps,The official account for Microsoft Customer Service & Support,True
microsoft,bing,Bing is using advances in technology to make it even easier to quickly find what you're looking for.,True
microsoft,msftsecurity,"The official Twitter handle for the Microsoft Security team. Follow for news, updates, and much more.",True
microsoft,surface,"Microsoft Surface: #OriginalByDesign devices designed to keep you in the flow of life. For technical support, tweet @MicrosoftHelps",True
microsoft,msexcel,"News and tips from the Microsoft #Excel team. 
Support: https://t.co/yWvKksePI6 or @MicrosoftHelps 
Feedback: https://t.co/IDSCttlFNX",True
microsoft,MicrosoftStore,"Official Twitter page for #MicrosoftStore, where we believe anything is achievable with the right tools. For customer support, visit https://t.co/JaESGLUEKv.",True
microsoft,MSFTIssues,"News and perspectives on legal, public policy and philanthropic topics for #Microsoft",True
microsoft,MicrosoftEdge,"It’s time to expect more. World-class performance with more privacy, more productivity, and more value while you browse the internet.",True
microsoft,MSEdgeDev,Official news and updates from the Microsoft Edge team on #MicrosoftEdge and #InternetExplorer,True
microsoft,msonenote,"News and tips from the Microsoft #OneNote team 
Help: https://t.co/pfkLsaTkXF or @MicrosoftHelps
Edu Help: @MicrosoftEdu 
Feedback: https://t.co/FsNx1NYIbP",True
microsoft,MSFTMechanics,"Current & Forthcoming #Microsoft Technology. Find out Why, How & When to use it. An official video series of Microsoft. Subscribe: https://t.co/WS0yjdxKvr",True
microsoft,SharePoint,Content collaboration for the modern workplace. BLOG https://t.co/gu3RDPp9cf. Intrazone PODCAST https://t.co/Bz0HjDPAtS. Mobile APP https://t.co/rFAJCN0oXY,True
microsoft,Office,Each day is filled with endless possibilities. Office is here to empower you to achieve every one of them.,True
microsoft,SQLServer,Data-Driven. Faster Insights. Breakthrough Performance. In-Memory Technology. Hybrid Data Platform. News & More. #SQLServer,True
microsoft,HoloLens,The official Twitter account of Microsoft HoloLens.,True
microsoft,msuspartner,Connecting US partners to the information you need to manage your Microsoft relationship.,True
oracle,Oracle,"Leading the cloud. From intelligent business applications to infrastructure, we deliver tomorrow’s emerging technologies today, like the autonomous database.",True
oracle,OracleDatabase,"Available on-prem or in the cloud, #OracleDatabase enables you to simplify relational database environments and reduce management workloads. #thinkautonomous",True
oracle,OracleParkSF,Home of the @SFGiants,True
oracle,OracleLinux,"Official news and updates for Oracle Linux and Virtualization software. The most open, flexible and secure cloud development platforms.",True
oracle,OracleAPEX,Oracle Application Express (APEX) is the most popular low-code development platform in the enterprise with millions of apps deployed across the globe. #orclapex,True
oracle,Oracle_EBS,Official @Oracle E-Business Suite Account. #OracleEBS,True
oracle,OracleCloud,We aim to make cloud computing fully enterprise-grade and support both public and private cloud computing to give customers choice.,True
oracle,OracleANZ,Welcome to the Oracle Australia and New Zealand Twitter feed.,True
oracle,Oracle_CH,"Latest Information about #Oracle, https://t.co/KMjudwOmw5 and related news with a focus on Switzerland.",True
oracle,oracleopenworld,Oracle's official Twitter account for Oracle OpenWorld. Breakthrough Starts Here!,True
oracle,OracleMktgCloud,"Modern Marketers choose Oracle to create engagement, orchestrate experiences, connect data & optimize interactions on a system that marketers love and trust.",True
oracle,OracleHCM,"Oracle HCM is the solution of choice for more than 18,000 Oracle customers, 8 of the top 10 Fortune 500 companies, and 30 of the top 40 innovative companies.",True
oracle,OracleDevs,Oracle Developers is a community for developers by developers,True
oracle,OracleCodeOne,Official Twitter account of Oracle Code One. Stay up to date with event news! #CodeOne,True
oracle,Oracle_Edu,"Oracle University, the education division of @Oracle, offers hands-on courses and training taught by Expert Instructors     
📲 #LearnOracle",True
oracle,alpresnell,I’ve played golf and l now sell IT. Go Tigers!!!,True
oracle,SCMOracle,Welcome to the official Oracle Supply Chain Twitter page. Connect with us & learn how Oracle helps companies achieve Value Chain transformation.,True
directv,DIRECTV,ATT/DIRECTV is ranked #1 in Nationally in Customer Satisfaction for TV Service by @jdpower. Tied in 2020. Visit https://t.co/xF1RXnjVzM for more information,True
directv,DIRECTVService,We’ve moved! Visit us at @ATTHelp for continued support. https://t.co/SnR6xdqnOP,True
directv,DIRECTVNowHelp,We’ve moved! Visit us at @ATTHelp for continued support. https://t.co/SnR6xdqnOP,True
directv,DIRECTVSports,Página oficial de deportes de DIRECTV Latin America. ¿Tienes pasión por el deporte? Compártela con nosotros. Más información por WhatsApp +573232779999,True
directv,DIRECTVServicio,"Somos el equipo de servicio y atención al cliente de DIRECTV Latin America. Más información por WhatsApp +573232779999

PQR’S: https://t.co/3XotN1pi6Y",True
directv,DIRECTVLA,Cuenta oficial de DIRECTV. ¡Todas las novedades del entretenimiento y la mejor programación! Más información por WhatsApp +573232779999,True
directv,DIRECTVChile,Cuenta oficial de DIRECTV Chile. Atención al cliente: @DIRECTVServicio. Más información por WhatsApp +56958299269,True
directv,DIRECTVEcuador,Cuenta oficial de DIRECTV Ecuador. Atención al cliente: @DIRECTVServicio. Ventas: 1800 888 000. Más información por WhatsApp +593994277454,True
directv,newsmax,"Watch Newsmax TV now on DirecTV 349, Xfinity 1115, Dish 216, Spectrum, Optimum 102, Cox, Fios 615, Uverse 1220, Suddenlink 102, YouTube and more here: https://t.co/DOPR4anHcF",True
directv,DIRECTVCo,Cuenta oficial de DIRECTV Colombia. Procedimiento y Trámite de PQR’S: https://t.co/3XotN1pi6Y. Más información por WhatsApp +573232779999,True
directv,DIRECTVSportsVE,El 14/08 Scale Capital anunció el acuerdo de compra de DIRECTV Venezuela y reactivó el servicio de televisión satelital. Visita: https://t.co/AQVy01y0IT.,True
directv,DIRECTVVE,El 14/08 Scale Capital anunció el acuerdo de compra de DIRECTV Venezuela y reactivó el servicio de televisión satelital. Visita: https://t.co/AQVy01y0IT.,True
directv,AndrewSiciliano,"@NFL Network - @DIRECTV Red Zone Channel. Opinions are mine. IG: andrewsiciliano. Any given Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, or Saturday.",True
directv,OnDIRECTV,"Canal exclusivo de DIRECTV con los mejores conciertos, películas, series, documentales y producciones originales. Canales 201 y 1201 HD. http://t.co/9MtdXcwomi",True
directv,DIRECTVar,"¡Viví la Pasión por lo Mejor del Deporte, Cine y Series junto a nosotros! Atención al cliente: @DIRECTVServicio | Más información por WhatsApp +5491170441111",True
directv,DIRECTVPeru,"Cuenta oficial de DIRECTV Perú ¡Todas las novedades de deportes, entretenimiento y la mejor programación! Más información por WhatsApp +51993560000",True
directv,directvsportsar,Cuenta oficial de DIRECTV Sports Argentina. Ponete al día con la mejor actualidad deportiva. Más información por WhatsApp +5491170441111,True
directv,DIRECTVUy,Cuenta oficial de DIRECTV Uruguay. Atención al cliente: @DIRECTVServicio. Más información por WhatsApp: 095290012,True
harley-davidson,harleydavidson,The official Twitter feed for the Harley-Davidson Motor Company. #HarleyDavidson,True
harley-davidson,HarleyCanada,Official Harley-Davidson Canada Twitter feed. Tag us and share your photos using #HarleyCanada to be featured.,True
harley-davidson,SDHarley,Official San Diego Harley-Davidson Twitter Feed 📫: info@sandiegoharley.com #SanDiegoHarley #VeteranOwned,True
harley-davidson,ScottWalker,"Christian, American, Husband, Father of Matt & Alex, 45 Governor-WI, Harley-Davidson rider Packers/Brewers/Bucks/MU/UW fan, Author-Unintimidated, Pres-elect YAF",True
gartner,Gartner_inc,"We’re here to help: View our insights, advice and tools to achieve your mission-critical priorities below.",True
gartner,wolfganggartner,WG x @deadmau5 - Channel 43 out now 📺 https://t.co/wqV59UK4rx,True
gartner,lisagartner,Investigative and narrative editor @sfchronicle. Hides behind jokes and the occasional tree,True
gartner,borisgartner,"Promoting fútbol in the US & Canada. CEO LaLiga North America (Relevent Sports & LaLiga). Media exec by way of Televisa, Fusion, Univision.",True
gartner,kertgartner,I make Indie Game Trailers! Trailer guy at @devolverdigital Survivor of 8 years in the VFX Industry! Dad to 2 awesome boys! Avatar by @skull_millione,True
gartner,AlecKSNT,@KSNTNews Reporter,True
adobe,Adobe,Creativity doesn’t just open doors. It opens worlds. Join us in celebrating #CreativityForAll. Need help? Reach out to @AdobeCare.,True
adobe,Photoshop,"The industry standard in digital imaging and used by professionals worldwide for design, photography, video editing & more. | For Customer Support: @AdobeCare.",True
adobe,Lightroom,Essential for today's digital photographers. | For Customer Support: @AdobeCare.,True
adobe,creativecloud,New Tools for New Creatives. Get all the latest creative apps plus seamless ways to share and collaborate. All right on your desktop.,True
adobe,AdobeExpCloud,Adobe Experience Cloud gives you everything you need to bring world-class experiences to every customer. Need help? Reach out to @AdobeExpCare.,True
adobe,AdobeXD,Exploring the design and prototyping of user experiences. Talk with us!,True
adobe,dreamweaver,"Adobe Dreamweaver is the all-in-one visual development tool for creating, publishing, and managing websites and mobile content.",True
adobe,AdobeAero,"Create, view, and share immersive AR experiences with Adobe Aero. Tag posts with #AdobeAero for a chance to be featured.",True
adobe,AdobeConnect,"Adobe Connect empowers you to create exceptional digital training, webinar and collaboration Experiences. 

Use @ConnectSupport for technical support questions.",True
adobe,AdobeFonts,"Thousands of fonts, included with your @CreativeCloud subscription. System status: https://t.co/R5hU69iKrM",True
adobe,AdobeSpark,"A simple way to create graphics, webpages, and videos. #AdobeSpark ✨💻📲 - For product support: https://t.co/jwnTbMipFM",True
adobe,AdobeTCS,"Get inspired. Every month.
Subscribe to the Adobe Tech Comm Newsletter to receive monthly updates on webinars, events, white papers, and product updates.",True
adobe,Behance,Daily inspiration from the world’s best creative community. Need help? Tweet at us!,True
adobe,adobemax,"Adobe MAX - The Creativity Conference • Online • October 20-22, 2020. Tune in now! • Need help? Check out our FAQ https://t.co/6OOEx6tR8N or DM us",True
adobe,AdobeCare,Official Support account for Adobe | For Experience Cloud: @AdobeExpCare Need additional help? https://t.co/t2ewnBgr9X,True
adobe,AdobeDrawing,"Ideas, inspiration, tutorials, and resources for drawing brought to you by the Adobe team. Tag @AdobeDrawing to be retweeted! ✍️",True
